agreement_code,agreement_name,exporter_country,importer_region,chunk_type,article,section,text,source_document,source_page,source_excerpt
EU_KOREA_FTA,Accord de libre-échange UE-Corée,South Korea,EU,agreement_article,2.5,CHAPITRE DEUX — TRAITEMENT NATIONAL ET ACCÈS AU MARCHÉ EN CE QUI CONCERNE LES MARCHANDISES / SECTION B — ÉLIMINATION DES DROITS DE DOUANE,"Élimination des droits de douane Sauf disposition contraire du présent accord, chaque partie supprime 1. les droits de douane appliqués sur les marchandises originaires de l'autre partie en respectant la liste de l'annexe 2-A. 2. Pour chaque marchandise, le taux de base des droits de douane, auquel les réductions successives doivent être appliquées en vertu du paragraphe 1, est celui qui figure dans les listes de l'annexe 2-A. 3. Si à quelque moment que ce soit, une partie réduit le taux des droits de douane de la nation la plus favorisée (ci-après dénommée «NPF») après l'entrée en vigueur du présent accord, ledit taux s'applique aux échanges couverts par le présent accord si et aussi longtemps qu'il se situe à un niveau inférieur à celui des droits de douane calculés selon la liste correspondante de l'annexe 2-A. 4. Trois ans après l'entrée en vigueur du présent accord, les parties entament une consultation, à la demande de l'une des parties, afin d'envisager d'accélérer et d'élargir le champ de l'élimination des droits de douane sur les importations effectuées entre elles. Toute décision prise par les parties au sein du comité «Commerce», à l'issue de telles consultations, concernant l'accélération ou l'élargissement du champ de l'élimination d'un droit de douane applicable à une marchan- dise remplace le taux de droit ou la catégorie d'échelonnement déter- minés selon les listes de l'annexe 2-A pour la marchandise concernée.",Accord de libre-échange UE-Corée — version consolidée 01.01.2023,7,"Élimination des droits de douane Sauf disposition contraire du présent accord, chaque partie supprime 1. les droits de douane appliqués sur les marchandises originaires de l'autre partie en respectant la liste de l'annexe 2-A. 2. Pour chaque marchandise, le taux de base des droits de douane, auquel les réductions successives doivent être appliquées en vertu du paragraphe 1, est celui qui figure dans les listes de l'annexe 2-A. 3. Si à quelque moment que ce soit, une partie réduit le taux des droits de douane de la nation la plus favorisée (ci-après dénommée «NPF») après l'entrée en vigueur du présent accord, ledit taux s'applique aux échanges couverts par le présent accord si et aussi longtemps qu'il se situe à un niveau inférieur à celui des droits de douane calculés selon la liste correspondante de l'annexe 2-A. 4. Trois ans après l'entrée en vigueur du présent accord, les parties entament une consultation, à la demande de l'une des parties, afin d'envisager d'accélérer et d'élargir le champ de l'élimination des droits de douane sur les importations effectuées entre elles. Toute décision prise par les parties au sein du comité «Commerce», à l'issue de telles consultations, concernant l'accélération ou l'élargissement du champ de l'élimination d'un droit de douane applicable à une marchan- dise remplace le taux de droit ou la catégorie d'échelonnement déter- minés selon les listes de l'annexe 2-A pour la marchandise concernée."
