nc_code,description,heading_4_code,heading_4_description,intermediate_heading,intermediate_is_residual,heading_6_code,heading_6_description,heading_6_is_residual,subheading,subheading_is_residual,leaf_description,leaf_is_residual,parent_code,has_residual_ancestor,duty_rate,duty_text,supplementary_unit,source_document,source_section,source_page,source_excerpt
85441110,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — en cuivre: — émaillés ou laqués",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:",Fils pour bobinages:,False,854411,en cuivre:,False,,,émaillés ou laqués,False,854411,False,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — en cuivre: — émaillés ou laqués"
85441190,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — en cuivre: — autres",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:",Fils pour bobinages:,False,854411,en cuivre:,False,,,autres,True,854411,False,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — en cuivre: — autres"
85441900,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — autres",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:",Fils pour bobinages:,False,854419,,,,,autres,True,854419,False,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Fils pour bobinages: — autres"
85442000,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Câbles coaxiaux et autres conducteurs électriques coaxiaux",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:",,,854420,,,,,Câbles coaxiaux et autres conducteurs électriques coaxiaux,False,854420,False,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Câbles coaxiaux et autres conducteurs électriques coaxiaux"
85443000,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Jeux de fils pour bougies d'allumage et autres jeux de fils des types utilisés dans les moyens de transport",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:",,,854430,,,,,Jeux de fils pour bougies d'allumage et autres jeux de fils des types utilisés dans les moyens de transport,False,854430,False,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — Jeux de fils pour bougies d'allumage et autres jeux de fils des types utilisés dans les moyens de transport"
85444210,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — munis de pièces de connexion: — des types utilisés pour les télécommunications",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:","autres conducteurs électriques, pour tensions n'excédant pas 1 000 V:",True,854442,munis de pièces de connexion:,False,,,des types utilisés pour les télécommunications,False,854442,True,0.0,exemption,,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — munis de pièces de connexion: — des types utilisés pour les télécommunications"
85444290,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — munis de pièces de connexion: — autres",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:","autres conducteurs électriques, pour tensions n'excédant pas 1 000 V:",True,854442,munis de pièces de connexion:,False,,,autres,True,854442,True,3.3,"3,3",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — munis de pièces de connexion: — autres"
85444920,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — autres: — des types utilisés pour les télécommunications, pour tensions n'excédant pas 80 V",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:","autres conducteurs électriques, pour tensions n'excédant pas 1 000 V:",True,854449,autres:,True,,,"des types utilisés pour les télécommunications, pour tensions n'excédant pas 80 V",False,854449,True,0.0,exemption,,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — autres: — des types utilisés pour les télécommunications, pour tensions n'excédant pas 80 V"
85444991,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — autres: — autres: — Fils et câbles, d'un diamètre de brin excédant 0,51 mm autres:",8544,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion:","autres conducteurs électriques, pour tensions n'excédant pas 1 000 V:",True,854449,autres:,True,autres:,True,"Fils et câbles, d'un diamètre de brin excédant 0,51 mm autres:",False,854449,True,3.7,"3,7",,Nomenclature combinée 2024,,641,"Fils, câbles (y compris les câbles coaxiaux) et autres conducteurs isolés pour l'électricité (même laqués ou oxydés anodiquement), munis ou non de pièces de connexion; câbles de fibres optiques, constitués de fibres gainées individuellement, même comportant des conducteurs électriques ou munis de pièces de connexion: — autres conducteurs électriques, pour tensions n'excédant pas 1 000 V: — autres: — autres: — Fils et câbles, d'un diamètre de brin excédant 0,51 mm autres:"
