(1) ,(2) ,(3) ,ou (4) 
8525 ,"Appareils d'émission pour la radiodiffusion ou la télévision, même incorporant un appareil de réception ou un appareil d'enregistrement ou de repro- duction du son; caméras de télévision, appareils photogra- phiques numériques et camé- scopes ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 50 % du prix départ usine du produit ,
8526 ,"Appareils de radiodétection et de radiosondage (radar), appa- reils de radionavigation et appareils de radiotélécom- mande ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 50 % du prix départ usine du produit ,
8527 ,"Appareils récepteurs pour la radiodiffusion, même combi- nés, sous une même enve- loppe, à un appareil d'enregis- trement ou de reproduction du son ou à un appareil d'horlo- gerie ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 45 % du prix départ usine du produit ,
8528 ,"Moniteurs et projecteurs, n'in- corporant pas d'appareil de réception de télévision; appa- reils récepteurs de télévision, même incorporant un appareil récepteur de radiodiffusion ou un appareil d'enregistrement ou de reproduction du son ou des images ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 45 % du prix départ usine du produit ,
8529 ,Parties reconnaissables comme étant exclusivement ou principalement destinées aux appareils des n°8525 à 8528: ,Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 50 % du prix départ usine du produit ,
8530 ,"Appareils électriques de signalisation (autres que pour la transmission de messages), de sécurité, de contrôle ou de commande pour voies ferrées ou similaires, voies routières ou fluviales, aires ou parcs de stationnement, installations portuaires ou aérodromes (autres que ceux du n°8608 ","Fabrication à partir de matières de toute position, à l'exclusion des matières de la même position que le produit ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 50 % du prix départ usine du produit 
8531 ,"Appareils électriques de signalisation acoustique ou visuelle (sonneries, sirènes, tableaux annonciateurs, appa- reils avertisseurs pour la protection contre le vol ou l'incendie, par exemple), autres que ceux des n°8512 ou 8530 ","Fabrication à partir de matières de toute position, à l'exclusion des matières de la même position que le produit ",Fabrication dans laquelle la valeur de toutes les matières utilisées ne doit pas excéder 50 % du prix départ usine du produit 

